label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
2	506 N	1.1477	Michael	golf, football	1081	0.7226	1135	0.8363	927	Technology and Information Management	-294	835	0.8447	375
2	-116 N	0.9803	Vani	badminton	572	-0.3402	753	1.4158	-200	Computer Science	27	785	0.2551	1087
2	733 N	1.5873	Andrew	golf, football	759	0.5525	750	1.3518	934	Data Science	304	384	0.9062	1028
1	1654 N	0.0631	Eriq	motor sports, basketball	732	0.661	695	0.9844	185	Applied Mathematics	503	549	0.8109	-107
0	726 N	1.0692	Chris	ice hockey, badminton, running	479	0.5516	1144	0.3988	885	Biotechnology	846	574	0.061	882
3	120 N	0.735	Andrew	soccer	-144	1.4136	621	0.7041	441	Bioinformatics	-130	822	1.1325	1214
0	-16 N	0.8176	Vani	volleyball, badminton, running	495	0.6203	566	1.3568	759	Natural Language Processing	351	870	0.1897	815
2	1043 N	1.4381	Andrew	football, golf	690	0.2721	1244	1.7708	1125	computational media	159	577	0.5853	773
1	922 N	0.2759	Fabrice	track & field	792	-0.0052	-245	1.5741	203	Applied Mathematics	1053	893	0.9346	718
1	923 N	1.3401	Lise	basketball	700	0.6252	329	1.205	419	Human Computer Interaction	155	916	1.0413	591
0	1289 N	1.0577	Sam	track & field, volleyball	607	0.3487	n/a	0.808	1265	Electrical Engineering	1253	-266	0.1231	1101
2	-35 N	1.1337	Michael	golf	1280	0.6702	1278	1.1068	685	Technology and Information Management	?	689	1.0064	256
2	748 N	1.6622	Inan	golf, football	998	0.665	1588	0.6751	748	Computational Media	-589	863	1.2604	994
2	312 N	1.0485	Michael	football	605	0.9512	1676	0.22	893	Technology and Information Management	-178	668	1.468	153
0	1207 N	0.3612	Michael	golf, football	255	-0.0915	925	0.924	1098	Computer Engineering	76	331	0.2573	1203
2	458 N	1.8976	Inan	golf, football	607	0.474	1074	0.4428	1048	Games and Playable Media	881	504	0.9604	-119
1	665 N	0.8409	Lise	baseball, motor sports	638	0.1705	-273	0.674	-149	Bioengineering	974	557	0.5448	-187
0	853 N	0.23	Chris	baseball	432	0.1428	441	0.9117	1378	Electrical Engineering	827	146	1.1542	1195
1	1519 N	0.2347	Tony	basketball, baseball	228	0.5651	416	0.7132	-1	Human Computer Interaction	912	684	0.9802	653
3	512 N	0.2267	Andrew	tennis	327	0.4382	460	0.01	713	Bioinformatics	401	475	1.9101	852
1		0.3505	Lise	basketball	741	0.266	214	0.5216	222	Human Computer Interaction	802	315	1.341	131
0	922 N	0.6551	Vani	volleyball, track & field	317	0.2697	925	1.4144	1015	Technology and Information Management	1809	-197	1.1575	751
3	1174 N	0.572	Fabrice	boxing	-117	0.5972	1188	0.7239	-235	Computer Game Design	201	516	1.0712	1481
3	171 N	NULL	Andrew	soccer	454	1.7697	1097	0.6143	-775	Computer Game Design	476	697	1.0471	1487
3	1627 N	1.1754	Andrew	badminton	558	0.581	756	-0.6429	88	Bioinformatics	241	1139	1.3788	1837
0	1381 N	0.775	Vani	track & field, ice hockey	617	0.4336	1550	1.38	784	Natural Language Processing	376	287	0.0051	1408
2	412 N	0.9124	Lise	golf	755	0.687	1815	-0.6299	564	Computer Science	685	1043	1.0641	275
2	205 N	0.796	Vani	boxing, golf	772	0.6881	1306	0.1036	419	Computational Media	-57	393	0.9197	574
2	-221 N	1.1038	Michael	boxing, football	281	-0.2204	1065	0.282	1222	Computer Science	119	684	1.3291	92
0	1316 N	0.597	Vani	soccer	105	1.0079	719	1.5392	688	Robotics Engineering	230	457	0.635	666
3	1214 N	1.0698	Fabrice	running	-359	0.4427	739	0.5564	-156	Computer Game Design	-125	627	0.4731	835
3	1376 N	1.5248	Fabrice	soccer	-323	1.0613	921	0.4668	605	Bioinformatics	578	899	1.8533	422
0	1177 N	1.1621	Vani	running	42	-0.2054	1546	1.1254	1953	Statistics	1391	545	0.0542	997
2	1222 N	1.2844	Michael	boxing, golf	1022	0.7524	491	1.5686	-124	Data Science	-319	359	1.1581	551
3	744 N	0.1775	Fabrice	soccer	303	1.1358	1588	0.4627	?	Bioinformatics	-88	929	0.4066	681
1	187 N	0.2974	Eriq	basketball, motor sports	-94	0.2148	-70	0.7759	353	Applied Mathematics	903	-74	0.162	-336
2	20 N	1.3623	Inan	football, boxing	?	1.2539	1432	1.2056	1306	Technology and Information Management	276	197	0.2689	704
3	721 N	0.3683	Fabrice	football, golf	-75	0.6598	544	0.2105	433	Computer Game Design	355	790	1.7601	1528
0	907 N	1.275	CHRIS	track & field, ice hockey, running, volleyball	541	-0.0133	1084	1.0443	671	Electrical Engineering	317	244	0.2983	1358
3	951 N	0.4507	Fabrice	golf, boxing	365	0.9181	576	0.4222	-29	Bioinformatics	85	529	1.0533	1394
0	-31 N	0.6862	Sam	track & field	-393	0.3771	1427	0.7671	398	Robotics Engineering	931	250	0.4928	784
1	1141 N	1.1179	Eriq	motor sports, basketball	1262	0.3328	-28	0.9311	-19	Human Computer Interaction	856	422	0.994	371
3	725 N	0.5248	Fabrice	tennis	-270	0.3391	1127	0.3151	87	Human Computer Interaction	757	1003	2.0018	327
0	1156 N	0.6364	Vani	running, track & field, badminton	144	0.6429	1169	1.6103	1592	Robotics Engineering	653	873	0.3018	418
1	799 N	0.5894	Michael	running, badminton, track & field, ice hockey	951	-0.1195	245	0.5831	444	Applied Mathematics	479	-5	0.7551	113
0	1059 N	0.2787	Chris	badminton	-765	0.88	599	0.7074	1018	Natural Language Processing	336	533	1.2982	574
1	333 N	0.4706	Tony	basketball, baseball	1191	0.7693	506	0.7709	62	Human Computer Interaction	607	781	0.4461	259
2	1103 N	0.0525	Fabrice	golf	None	1.0411	1105	0.196	290	Computational Media	75	276	0.6952	186
1	1437 N	0.2736	Reilly	motor sports	873	1.465	358	1.348	653	Applied Mathematics	-311	320	0.6595	436
1	838 N	0.1887	Eriq	basketball, baseball	1147	0.561	-93	1.2215	274	Human Computer Interaction	1103	1179	0.8748	513
2	1065 N	1.4702	Michael	boxing, golf	1644	0.621	1412	1.0685	1488	Data Science	-138	366	0.3846	987
2	92 N	0.9165	Michael	boxing, golf	618	0.8298	1267	0.8889	660	Computational Media	-99	377	0.7331	1228
2	426 N	0.8395	Inan	boxing, football	967	0.2565	1206	?	866	Data Science	472	989	0.5054	1707
2	293 N	0.5773	Michael	golf	1244	0.6197	1387	0.9357	464	DATA SCIENCE	-263	1040	0.4061	1440
3	541 N	1.2633	Fabrice	tennis	215	0.9162	940	0.5745	309	?	523	779	0.3862	996
1	686 N	0.3519	Lise	track & field, volleyball, running, ice hockey	855	-0.3409	912	0.3386	512	Human Computer Interaction	767	1308	1.374	920
3	759 N	0.7552	Andrew	soccer	8	0.7458	206	0.2475	1041	Bioinformatics	207	710	0.1247	817
0	1202 N	1.3441	Chris	track & field, volleyball, ice hockey	-364	0.6206	N/A	0.6764	697	Data Science	1043	-249	0.3506	892
3	1618 N	0.4383	Andrew	tennis	1329	0.5215	962	-0.08	107	Robotics Engineering	433	584	1.1625	1434
1	1172 N	0.5651	Tony	n/a	646	0.4692	-230	0.997	-93	Human Computer Interaction	1065	438	1.1682	-264
3	704 N	0.2736	Andrew	track & field, badminton, running	557	0.7931	1109	0.6866	-930	Computer Game Design	863	311	0.4688	1295
2	168 N	0.9265	Fabrice	golf, football	1240	0.9166	1107	0.1244	N/A	Computational Media	101	449	0.5238	-65
3	1307 N	-0.1411	Sam	tennis	538	0.6991	-127	0.5508	478	Computer Game Design	352	n/a	0.9991	1063
3	887 N	0.6826	Fabrice	tennis	29	0.2698	836	-0.4591	990	Bioinformatics	385	1118	1.8414	812
1	483 N	-0.2037	Tony	baseball, basketball	227	-0.542	-141	0.8348	225	Bioengineering	215	307	1.7359	-180
1	1508 N	0.3985	Eriq	baseball	1482	0.8124	-267	1.1178	829	Applied Mathematics	632	1001	1.2318	661
1	1242 N	0.6851	Reilly	basketball	619	0.4917	218	0.2387	147	Applied Mathematics	-153	672	1.1293	-1
3	1300 N	0.8949	Andrew	football, golf	501	0.6583	1821	0.1147	676	Computer Game Design	458	511	0.9696	-205
0	1296 N	0.5975	Sam	ice hockey, badminton, track & field	-45	0.5368	903	0.688	418	Natural Language Processing	1258	-233	0.1321	274
2	-516 N	0.5629	Michael	tennis	1347	0.26	828	1.8371	634	Computational Media	279	850	1.2293	753
0	1051 N	1.0431	Sam	volleyball, ice hockey	-609	0.4441	91	0.4752	1661	Robotics Engineering	-64	310	0.108	1065
3	1230 N	0.7821	Fabrice	tennis	669	1.0895	1795	0.3203	751	Computer Game Design	780	1187	0.4642	601
1	847 N	0.748	Lise	BASKETBALL, BASEBALL	872	0.1951	272	0.2206	358	Human Computer Interaction	1135	568	0.2398	834
2	26 N	0.5848	Andrew	motor sports	658	0.4808	530	1.4164	385	Technology and Information Management	-164	1112	0.707	-294
0	725 N	1.0131	Sam	badminton, ice hockey	-239	0.0417	741	0.5492	1179	Robotics Engineering	720	721	0.3895	1759
2	407 N	0.9732	Michael	boxing, football	445	0.1816	1165	0.1465	1367	Games and Playable Media	261	686	0.4983	115
0	1188 N	0.6667	TONY	volleyball, running, track & field	102	0.0804	246	1.3027	1058	Statistics	793	772	0.3642	1092
2	299 N	0.8354	Inan	baseball	492	0.1357	635	1.5353	954	games and playable media	335	151	0.9769	833
2	312 N	0.9951	Inan	boxing, football	1014	0.9621	1371	1.1469	450	Games and Playable Media	93	1001	0.0694	30
2	11 N	1.3064	Michael	boxing	1402	0.6461	768	1.0754	693	Computational Media	510	514	1.03	854
0	1689 N	0.8921	Chris	track & field, running, volleyball	529	1.0151	-59	1.5302	827	Statistics	1143	571	0.6197	936
0	1398 N	1.2966	Sam	ice hockey	369	0.6682	529	1.4449	1463	Statistics	67	210	0.0377	831
0	1179 N	0.4409	Chris	ice hockey, badminton	563	0.7959	N/A	1.2644	899	Statistics	862	-22	1.009	377
2	2 N	1.4886	Inan	boxing	1133	0.1889	301	1.3776	708	Technology and Information Management	821	718	0.767	440
1	1102 N	0.6872	Tony	baseball, motor sports	616	0.5008	922	0.4876	540	Applied Mathematics	1075	856	0.6946	238
0	1046 N	0.627	Vani	volleyball, running	-700	1.6451	1532	1.7912	543	Natural Language Processing	469	392	-0.4012	842
2	592 N	1.065	Inan	track & field	319	0.0127	1764	1.0928	545	cOMPUTER sCIENCE	-184	821	0.4409	798
0	1178 N	1.1065	Sam	volleyball	9	0.5412	241	1.9388	798	Natural Language Processing	1041	323	0.2616	839
3	NULL	0.5076	Fabrice	soccer	171	1.7548	1344	0.6315	269	Bioinformatics	790	712	0.6906	1764
1	1579 N	-0.145	Lise	basketball	1460	0.7372	1087	0.729	560	Bioengineering	67	1132	1.6649	404
0	657 N	0.4582	Vani	track & field, running	51	0.5484	1018	1.0308	1346	Natural Language Processing	864	137	0.5323	659
1	893 N	-0.4563	Eriq	motor sports	106	0.3698	-122	0.8622	616	Applied Mathematics	729	1023	1.3271	-105
2	21 N	0.2789	Michael	golf	1268	0.825	582	0.6384	247	Computational Media	-331	77	0.7482	278
3	1287 N	0.6985	Fabrice	tennis	113	0.2486	696	0.4074	39	Computer Game Design	65	1007	0.8099	1187
0	902 N	1.0109	Vani	track & field, running	-331	0.2043	410	1.0321	1871	Computer Engineering	1707	930	0.2449	933
1	367 N	0.7833	Reilly	baseball	579	0.8475	130	0.6778	37	Bioengineering	606	605	1.5128	545
2	366 N	1.1021	Michael	football	1122	0.7508	926	0.8653	446	Computational Media	358	860	0.6757	662
0	1697 N	1.0985	Vani	badminton	-77	0.6861	-56	0.422	1689	Statistics	535	385	1.4207	635
1	696 N	0.4961	Lise	motor sports, basketball	715	0.8342	77	0.3434	840	Bioengineering	1043	640	0.5236	310
2	2 N	1.6434	Michael	football, boxing	462	0.4359	616	1.2733	438	Bioinformatics	-264	622	1.5872	1105
0	692 N	1.0647	Sam	football, golf	321	0.9256	43	0.6707	985	Biotechnology	602	384	-0.1615	1048
0	399 N	0.6443	Chris	track & field	229	0.9433	None	1.0061	625	Statistics	525	413	-0.1303	n/a
1	123 N	-0.0711	tONY	motor sports	986	-0.0077	303	0.9629	434	Bioengineering	1056	691	0.9135	88
1	620 N	-0.5748	Fabrice	football, golf	94	0.6656	1162	0.3844	769	HUMAN COMPUTER INTERACTION	1040	756	1.3141	393
1	1788 N	0.506	Lise	baseball	457	0.1941	438	0.6551	-118	Human Computer Interaction	627	572	1.0905	1092
1	1361 N	n/a	Reilly	baseball	1411	1.154	937	0.7106	905	Applied Mathematics	332	919	0.5888	614
3	632 N	0.5577	Fabrice	tennis	N/A	0.7855	1651	-0.0756	-104	Bioinformatics	608	68	0.383	-91
3	658 N	0.4766	Fabrice	soccer	-522	0.9189	550	0.5295	1010	Computer Game Design	868	696	1.0517	641
0	1258 N	0.8499	Sam	Track & Field, Running, Ice Hockey	552	0.1928	93	1.1173		Robotics Engineering	424	85	0.7001	440
0	535 N	0.5662	Chris	track & field, running, badminton, volleyball	574	1.3408	1573	0.9871	841	statistics	1235	19	0.0145	769
2	881 N	0.5363	Michael	GOLF, FOOTBALL	592	0.3443	1306	0.7731	1051	Bioinformatics	544	479	0.4537	423
2	27 N	1.3537	Michael	boxing, golf	1085	0.7581	98	0.0968	1246	Statistics	-175	622	0.8888	316
2	491 N	0.0688	Inan	football	577	-0.7394	n/a	0.6452	1082	Computational Media	231	1016	0.0373	288
2	NULL	0.9031	Chris	boxing	1347	0.3319	1572	0.9694	413	Computer Science	-547	684	1.1725	-79
2	-267 N	1.4061	Inan	golf, boxing	983	1.0197	1820	0.5758	1096	Technology and Information Management	812	617	1.0199	1911
0	1337 N	0.7642	Chris	ice hockey, track & field	-192	1.3946	1044	1.0311	979	Natural Language Processing	1081	555	-0.0425	1785
1	1265 N	0.1495	Eriq	motor sports	1382	0.1275	252	0.5788	795	Applied Mathematics	1055	836	1.344	82
3	936 N	0.433	fABRICE	soccer	945	0.2638	221	-0.7873	-39	Bioinformatics	413	None	0.9185	670
3	637 N	0.9359	Fabrice	soccer	344	0.5357	855	0.6569	371	Bioinformatics	468	759	0.7976	244
3	733 N	0.5473	Fabrice	soccer	155	0.9239	882	0.8867	144	Computer Game Design	N/A	474	0.3383	1532
1	742 N	0.212	Eriq	motor sports, baseball	347	0.0106	-134	0.9651	482	aPPLIED mATHEMATICS	0	779	0.6803	153
1	168 N	0.4673	Reilly	motor sports, baseball	1482	0.0251	592	0.1253	104	Human Computer Interaction	98	1141	0.7962	-961
3	502 N	0.8203	Fabrice	running, track & field	28	1.139	485	0.7047	-124	Computer Game Design	1298	212	0.2773	-361
1	1181 N	0.037	Lise	basketball	1163	0.8163	214	1.3628	95	Human Computer Interaction	1709	838	1.3139	145
2	155 N	1.5555	Inan	boxing	1022	0.6573	165	0.74	683	Computational Media	-180	89	1.2344	269
0	889 N	0.9302	NULL	ice hockey	128	-0.2163	285	0.9849	356	Biotechnology	856	204	1.009	1339
2	78 N	0.8751	Inan	golf, boxing	847	0.4324	1063	0.5696	871	Technology and Information Management	776	791	0.6299	1499
2	386 N	1.3149	Michael	golf, boxing	1392	n/a	730	0.8045	798	Technology and Information Management	307	535	n/a	1447
3	485 N	0.0025	Fabrice	soccer	615	1.246	679	0.747	600	bIOINFORMATICS	516	788	1.4498	1415
3	489 N	0.2506	Fabrice	soccer	553	1.401	1855	0.9857	7	Computer Game Design	-76	1285	1.3254	1010
2	240 N	0.3886	Michael	football, boxing	384	1.7001	1513	0.42	313	Data Science	-239	594	1.0075	926
2	115 N	1.1309	Inan	golf	487	0.495	1485	1.5434	1474	Data Science	-749	439	0.7371	1176
1	1780 N	0.3542	Lise	baseball	602	0.3428	-53	0.5696	1187	Applied Mathematics	1207	318	1.3901	189
2	N/A	0.92	Inan	boxing, football	1301	1.3408	702	1.3393	479	Computer Science	334	649	0.0946	834
3	1120 N	1.017	Andrew	soccer	-306	1.068	485	0.3005	636	Bioinformatics	80	801	0.7923	1377
0	1743 N	0.7682	Sam	track & field, volleyball, running, badminton	339	0.3709	693	1.3707	579	Electrical Engineering	1117	401	0.3214	458
1	1150 N	0.3931	Tony	running, volleyball, badminton	631	-0.3731	-169	0.9276	977	Applied Mathematics	86	632	0.5862	-21
0	1266 N	0.4295	Sam	badminton, track & field	514	0.7076	793	1.1111	540	Electrical Engineering	404	845	0.0013	441
3	942 N	0.4185	Fabrice	tennis	222	0.8127	938	0.0729	197	Computer Game Design	480	1195	0.9764	773
1	1607 N	0.4767	Reilly	basketball, baseball	785	0.2482	None	0.9585	844	Bioengineering	279	433	1.5195	265
3	1162 N	0.4502	Chris	badminton, track & field, running, ice hockey	187	0.8915	796	0.4417	557	Bioinformatics	982	79	1.7948	865
2	285 N	0.7697	Michael	golf	1405	0.8372	174	1.3768	1078	Data Science	592	867	0.3638	810
2	1121 N	1.1976	Michael	running	1097	0.2761	943	1.2259	775	Computer Science	-261	793	1.7015	1499
2	n/a	0.8546	Inan	tennis	952	1.5525	1132	0.6539	?	Data Science	600	247	1.318	653
3	115 N	1.1239	Fabrice	soccer	-174	0.4367	1144	0.3318	674	Computer Game Design	354	424	0.8891	875
3	768 N	0.1042	Fabrice	boxing, golf	798	0.928	757	0.4436	667	Bioinformatics	336	424	1.0303	488
1	707 N	0.6483	Tony	motor sports, baseball	118	-0.0988	-278	0.4379	-258	Bioengineering	671	1216	1.8211	139
3	578 N	-0.0406	Vani	tennis	564	0.6743	726	0.033	n/a	Computer Game Design	-98	230	0.9517	1262
0	718 N	0.7338	Michael	baseball	-232	0.4376	1570	0.2104	641	Biotechnology	556	934	-0.0292	n/a
1	1432 N	0.1138	Reilly	Motor Sports	997	0.3316	-151	0.5873	134	Applied Mathematics	376	939	1.3852	-121
3	501 N	0.5433	n/a	tennis	67	0.4492	898	1.3306	-318	Bioinformatics	447	1142	0.8892	1060
3	669 N	0.6149	Andrew	tennis	-288	0.7191	591	0.0789	490	Bioinformatics	523	944	0.9402	1248
1	1194 N	0.359	Tony	basketball, baseball	806	0.4038	-203	0.036	26	Bioengineering	1028	978	1.5747	-284
0	1346 N	0.7382	Sam	track & field, volleyball, running, badminton	733	0.5399	698	0.4096	1778		335	250	-0.4023	751
0	719 N	0.3427	Sam	volleyball, badminton	220	0.8232	184	0.3133	1181	Electrical Engineering	234	-243	-0.4341	-33
2	1040 N	0.5354	Michael	boxing	1731	-0.1073	761	1.863	1295	Data Science	337	880	0.7916	900
3	625 N	0.7023	Andrew	tennis	767	0.5536	1683	0.6905	-459	Bioengineering	562	450		1392
0	1068 N	0.4496	Vani	badminton, running, volleyball, track & field	46	0.3173	866	1.7372	1266	Natural Language Processing	445	1	0.309	1017
1	839 N	0.6938	Reilly	motor sports	390	0.3143	418	-0.0439	872	Bioengineering	1406	400	0.5834	549
1	1313 N	0.3629	Eriq	boxing, football	874	0.2507	852	1.2583	-484	Human Computer Interaction	654	772	0.189	300
3	578 N	1.388	Andrew	basketball, motor sports	292	1.0608	1199	0.7277	176	Computer Game Design	-162	187	0.5325	879
2	584 N	1.3055	Michael	football	N/A	0.8395	75	1.969	765	Computer Science	30	560	0.3152	600
2	416 N	1.365	Inan	golf, football	1205	0.3322	239	1.479	1130	Games and Playable Media	-437	379	0.2344	145
1	1721 N	-0.3922	Eriq	basketball	525	0.8482	467	1.0377	1409	Bioengineering	1118	478	1.2727	361
1	1229 N	0.5382	Eriq	boxing, football	740	0.0526	-685	0.5917	280	Bioengineering	419	1598	0.6187	119
1	916 N	0.5264	Reilly	motor sports, basketball	892	0.3842	80	0.5235	866	Bioengineering	1516	493	1.1694	-408
0	1492 N	1.0366	Michael	running, track & field, badminton, ice hockey	-119	0.5533	1060	0.7589	1181	biotechnology	856	347	0.592	564
1	270 N	0.0474	Lise	boxing	516	0.3634	146	0.7353	224	Applied Mathematics	945	1231	1.0141	-505
2	-237 N	0.9609	Michael	boxing, golf	734	0.3039	1201	0.8483	345	Data Science	590	197	0.4564	812
3	908 N	0.9534	Andrew	tennis	414	0.6807	868	0.7508	222	Bioinformatics	485	533	1.6241	1536
2	722 N	1.1469	Michael	motor sports, basketball	1454	1.3064	630	1.0487	252	Computational Media	-117	149	0.6787	60
2	178 N	0.8609	Inan	boxing	1471	1.0698	879	1.3545	916	Technology and Information Management	308	766	0.9032	1222
2	1317 N	0.2139	Michael	basketball, motor sports	1599	0.7279	1260	1.055	544	Games and Playable Media	101	302	1.4188	-319
0	1138 N	1.4882	Vani	badminton, ice hockey	146	0.291	798	1.2312	1216	Electrical Engineering	620	456	0.393	891
1	1594 N	0.2445	Lise	baseball	1278	0.6308	389	1.2735	328	Bioengineering	1050	995	0.7433	-195
0	444 N	1.1348	Vani	boxing	-362	0.336	346	1.3128	1313	Robotics Engineering	950	461	-0.3882	794
3	957 N	0.1763	Fabrice	badminton	640	1.2434	621	0.9708	-410	Bioinformatics	1101	687	0.862	1064
2	127 N	0.9648	Inan	boxing, football	400	0.4544	989	1.2693	1557	Computational Media	658	666	1.8901	465
2	232 N	1.3652	Inan	boxing	1623	0.4289	1153	0.477	774	tECHNOLOGY AND iNFORMATION mANAGEMENT	-182	911	0.9544	-119
3	1003 N	0.1421	Fabrice	motor sports	276	0.8818	952	0.9498	-57	Statistics	462	650	0.426	1015
1	886 N	0.6895	Sam	basketball, baseball	824	0.5589	60	1.1724	475	Human Computer Interaction	1108	874	1.146	-605
2	542 N	0.1732	Inan	golf, boxing	893	0.5063	1395	0.3262	522	Data Science	100	880	1.7298	-155
1	1538 N	-0.3058	Reilly	motor sports	635	NULL	915	-0.0456	1362	Human Computer Interaction	663	753	1.6968	136
2	471 N	0.4187	Michael	golf, boxing	1830	1.3651	539	0.5406	856	Games and Playable Media	465	387	1.74	735
3	639 N	0.6591	Fabrice	soccer	459	0.9065	846	0.186	268	Bioinformatics	535	603	-0.3739	1393
2	334 N	0.6667	Michael	football, boxing	991	0.9728	1364	0.8587	429	Applied Mathematics	-118	708	1.3983	1123
3	942 N	0.8249	Andrew	tennis	788	0.7659	1641	0.588	274	Bioinformatics	387	775	0.9569	918
0	842 N	0.7963	Sam	running, track & field, volleyball, ice hockey	542	0.9455	1316	0.6182	449	Natural Language Processing	884	282	0.6396	1052
0	1044 N	-0.1309	Sam	ice hockey, volleyball, badminton, track & field	610	0.3349	787	1.0841	1364	Biotechnology	809	757	0.9177	714
3	589 N	0.8939	Fabrice	soccer	220	0.6818	1427	1.4192	-893	Computer Game Design	-29	1171	0.2345	981
0	355 N	0.9736	Vani	running, ice hockey, badminton, track & field	-185	0.6455	236	1.0952	621	Statistics	507	-7	-0.1316	974
0	800 N	-0.0386	Sam	basketball	253	0.4444	1100	1.0313	465	Natural Language Processing	1702	71	0.9765	-313
3	476 N	1.115	Fabrice	tennis	881	0.6135	1208	0.3685	733	Bioinformatics	694	934	0.9802	301
3	1648 N	0.8398	Andrew	soccer	305	0.2372	736	0.5267	180	Bioinformatics	1007	653	0.5621	155
3	1262 N	1.6197	Fabrice	tennis	134	0.8022	663	0.2288	-7	Bioinformatics	327	257	0.1336	804
3	1585 N	0.7322	Fabrice	tennis	404	0.8597	936	0.6824	384	Bioinformatics	159	416	0.0324	629
0	1412 N	0.2145	VANI	track & field, volleyball	-217	-0.0218	904	0.202	881	Robotics Engineering	802	-209	-0.2936	909
1	637 N	-0.4963	Eriq	motor sports, basketball	661	0.8354	374	1.2049	1011	Bioengineering	697	367	1.5157	-553
1	1013 N	0.4232	Reilly	motor sports, basketball	N/A	0.2634	-547	1.0221	621	Applied Mathematics	1097	579	0.5482	561
2	127 N	0.9265	Inan	golf, football	1218	1.1254	1406	0.7109	1228	Data Science	410	518	0.4888	1467
2	338 N	1.5325	Inan	boxing	627	0.5621	796	n/a	968	Computational Media	-120		1.0344	701
0	1134 N	0.3289	Chris	volleyball, ice hockey	342	0.6237	1137	1.1588	608	Computer Engineering	741	197	0.2784	1333
0	448 N	0.9197	Sam	badminton	-759	0.2907	167	0.6761	853	Computer Engineering	1152	235	0.2468	1321
3	279 N	0.3868	Andrew	tennis	504	0.7152	983	0.5672	-34	Computer Game Design	757	801	1.5386	696
1	438 N	0.1958	Lise	baseball, motor sports	1376	0.4455		0.8666	559	Human Computer Interaction	231	669	0.6638	649
0	1283 N	0.3743	Sam	running, badminton, track & field, ice hockey	480	0.3011	1214	0.8306	845	Statistics	588	1116	0.5099	726
3	790 N	1.0445	Andrew	soccer	-242	1.2077	685	0.6406	-92	Computer Game Design	-245	957	1.3828	1333
1	1460 N	0.1386	Eriq	baseball, basketball	208	0.1981	497	1.6002	476	Bioengineering	749	809	0.7198	483
3	584 N	-0.0297	Fabrice	soccer	257	1.0158	745	0.2902	299	Computer Game Design	695	592	1.3306	802
0	1192 N	0.5332	Sam	running, ice hockey, badminton, track & field	194	None	-36	0.5365	843	Robotics Engineering	243	-375	0.9461	558
3	210 N	0.488	Andrew	soccer	462	0.7592	435	-0.0575	-264	Bioinformatics	-331	309	1.1759	1189
2	196 N	0.4115	Michael	FOOTBALL, GOLF	787	1.0314	1229	1.5439	815	Computer Science	564	590	0.2295	142
3	52 N	0.8119	Fabrice	soccer	746	0.143	1277	0.453	102	Computer Game Design	334	291	0.892	916
3	700 N	0.9776	Andrew	tennis	-18	1.1574	1017	0.2329	1029	Bioinformatics	420	None	0.5495	1435
1	1947 N	-0.03	Eriq	football, boxing	1046	0.0817	8	0.8695	-187	Human Computer Interaction	463	1071	1.4436	788
0	1109 N	0.6323	Chris	badminton, running, track & field, volleyball	-151	0.6525	311	1.2346	890	computer engineering	977	320	0.328	1116
3	774 N	0.3337	Fabrice	soccer	606	0.7439	1074	-0.0207	529	Computer Game Design	683	1072	0.6231	341
2	467 N	1.1333	Inan	track & field, ice hockey, running	720	0.3242	1140	0.9692	1166	Computational Media	106	484	0.9937	-129
2	30 N	1.0617	Michael	football	1408	0.0996	1105	1.5498	1624	Data Science	213	871	1.3376	860
1	491 N	-0.172	Reilly	basketball	464	-0.3584	1379	1.4273	591	Applied Mathematics	998	582	1.6476	-16
3	640 N	0.6615	Fabrice	soccer	-830	0.4683	777	1.1409	-495	Computer Engineering	5	505	1.329	843
1	1139 N	0.7998	Eriq	motor sports	367	-0.3399	146	0.8571	546	Bioengineering	378	765	0.6124	311
3	1501 N	0.1264	Michael	boxing, football	394	0.9919	1269	1.1756	-232	Bioinformatics	-368	1053	1.068	1400
1	1529 N	1.0713	Lise	basketball	1042		-654	0.4054	-342	Applied Mathematics	288	998	1.4798	-61
0	1502 N	1.1604	Chris	badminton, running	-413	1.4343	238	0.7308	285	Statistics	697	16	0.3473	1439
2	182 N	0.4669	Inan	football	1910	0.644	550	1.216	292	Games and Playable Media	61	342	1.3419	1070
1	1075 N	0.7322	Tony	motor sports	-119	1.1816	281	0.9117	478	Bioengineering	882	755	0.2207	724
3	556 N	0.6939	Fabrice	tennis	174	0.1407	658	-0.2138	175	Computer Game Design	480	-521	1.293	584
0	927 N	0.8993	Vani	running	273	0.5948	985	1.3482	1104	Applied Mathematics	1431	11	0.5206	779
3	269 N	0.9325	Andrew	tennis	776	0.5168	957	-0.4107	206	Computer Game Design	-372	1113	1.1307	734
0	1383 N	0.0898	Sam	volleyball, track & field, badminton, running	-240	0.5205	1276	1.303	825	computer engineering	999	396	0.3588	857
1	830 N	0.8145	Tony	baseball	159	0.214	-218	1.0632	577	Applied Mathematics	658	906	1.292	79
1	1369 N	0.4096	Lise	baseball	1297	0.6718	53	1.4466	238	Applied Mathematics	1407	823	0.2989	262
2	350 N	1.2088	Michael	football	692	0.6135	806	1.8371	756	Computer Science	540	564	1.3079	145
1	834 N	-0.0469	Tony	motor sports, baseball	544	0.0808	728	0.3187	517	Human Computer Interaction	300	69	1.0533	591
1	1193 N	0.1919	Reilly	baseball, basketball	637	0.4679	542	1.27	1191	Human Computer Interaction	884	927	1.1996	237
